time,id,x,y,energy,salt_need,alive,consumed_salt_id
2,55,52,85,0.9852573710565314,0.3235243776680245,True,
2,58,71,86,0.9858753613491973,0.4886738080812226,True,
3,1,8,49,0.9759295220687739,0.47485725555124103,True,
3,4,35,40,1.0,0.0,True,6.0
3,5,34,43,0.9730475521157362,0.3972156180816543,True,
3,8,26,87,1.0,0.0,True,7.0
3,9,13,47,0.9764227893733916,0.5772612298994444,True,
3,12,70,83,0.976860346813882,0.49534890472237464,True,
3,13,40,25,1.0,0.0,True,5.0
3,14,75,78,0.9741275859591937,0.45388074652020494,True,
3,15,6,86,0.9714478705555719,0.4439583521102598,True,
3,16,25,67,1.0,0.0,True,1.0
3,17,28,21,0.9751713228228516,0.372592155528357,True,
3,19,86,57,0.9771466963374897,0.5698677600446481,True,
3,22,49,46,0.9734008692551699,0.40229096351072613,True,
3,23,73,73,0.9747435066902035,0.4805010836734265,True,
3,25,10,8,0.978844387775992,0.5096905980490136,True,
3,27,15,56,0.9735662104732362,0.33571203419390316,True,
3,29,12,49,1.0,0.0,True,11.0
3,30,32,22,1.0,0.0,True,8.0
3,34,45,62,0.9725204087381973,0.5517551123909477,True,
3,38,73,68,0.9757639586135016,0.41721861677162425,True,
3,39,59,22,1.0,0.0,True,2.0
3,40,71,68,0.9732556249869913,0.539382130140467,True,
3,43,56,25,1.0,0.0,True,2.0
3,44,5,25,0.9762686953325479,0.3786961187631706,True,
3,46,7,66,0.9713460641255185,0.4617314951964001,True,
3,48,48,85,0.9712882895529887,0.5300030416340555,True,
3,50,8,47,0.9773403959750281,0.3487627666333823,True,
3,51,6,21,0.9805939868347077,0.3778504590845465,True,
3,55,51,85,0.9807183971534903,0.3435243776680245,True,
4,1,9,50,0.9673140838469769,0.49485725555124105,True,
4,4,37,40,1.0,0.0,True,6.0
4,5,35,42,0.9672986165486533,0.4172156180816543,True,
4,8,27,89,1.0,0.0,True,7.0
4,9,12,47,1.0,0.0,True,11.0
4,12,70,82,0.9718611262956198,0.5153489047223746,True,
4,13,39,23,1.0,0.0,True,5.0
4,14,75,76,0.9700405492369868,0.47388074652020495,True,
4,15,7,86,0.9654300380523466,0.4639583521102598,True,
4,16,25,67,1.0,0.0,True,1.0
4,17,27,21,0.9679114250543449,0.392592155528357,True,
4,19,86,57,0.970789993113466,0.5898677600446481,True,
4,22,50,45,0.9665440005838623,0.42229096351072615,True,
4,23,73,72,0.9667941058181321,0.5005010836734265,True,
4,25,9,9,0.9713587231597494,0.5296905980490136,True,
4,29,11,48,1.0,0.0,True,11.0
4,34,46,63,0.9672040635915157,0.5717551123909477,True,
4,39,58,23,0.9924150834089455,0.02,True,2.0
4,43,56,24,1.0,0.0,True,2.0
4,44,5,25,0.9705170823993723,0.3986961187631706,True,
4,46,9,67,0.966442118646424,0.48173149519640013,True,
4,48,48,85,0.9632300916391546,0.5500030416340556,True,
4,50,10,49,0.9700640043036238,0.3687627666333823,True,
4,51,8,19,0.9742434280739866,0.3978504590845465,True,
4,55,50,85,0.9725607790855652,0.36352437766802453,True,
5,1,8,51,0.9607660019543954,0.5148572555512411,True,
5,4,38,41,1.0,0.0,True,6.0
5,5,37,40,1.0,0.0,True,6.0
5,8,28,88,1.0,0.0,True,7.0
5,9,12,46,0.9950141265711725,0.02,True,11.0
5,12,70,81,0.9640455218967806,0.5353489047223746,True,
5,13,40,21,1.0,0.0,True,5.0
5,15,8,85,0.95752687319241,0.48395835211025984,True,
5,16,25,66,1.0,0.0,True,1.0
5,17,26,20,0.9600356776475761,0.41259215552835704,True,
5,19,86,57,0.9644332898894423,0.6098677600446482,True,
5,23,71,70,0.960220175250026,0.5205010836734265,True,
5,25,9,11,1.0,0.0,True,12.0
5,29,12,50,0.9936419642573214,0.02,True,11.0
5,34,46,65,0.9628052662729938,0.5917551123909477,True,
5,39,57,24,1.0,0.0,True,2.0
5,43,56,24,1.0,0.0,True,2.0
5,44,5,25,0.9647654694661967,0.41869611876317064,True,
5,46,11,67,1.0,0.0,True,0.0
5,48,47,84,0.9551718937253205,0.5700030416340556,True,
5,50,10,50,0.9648799384929383,0.38876276663338233,True,
5,51,8,19,0.9689321295547824,0.41785045908454654,True,
6,4,38,42,1.0,0.0,True,6.0
6,5,36,39,1.0,0.0,True,6.0
6,8,27,87,1.0,0.0,True,7.0
6,9,12,47,0.9880837982479319,0.04,True,11.0
6,13,41,22,1.0,0.0,True,5.0
6,15,10,84,0.9517162844745716,0.5039583521102599,True,
6,16,25,67,1.0,0.0,True,1.0
6,19,85,55,0.9580765866654186,0.6298677600446482,True,
6,23,70,68,0.9538021725277871,0.5405010836734265,True,
6,25,10,13,1.0,0.0,True,12.0
6,29,12,51,1.0,0.0,True,11.0
6,34,46,67,1.0,0.01175511239094773,True,10.0
6,43,56,23,1.0,0.0,True,2.0
6,44,5,25,0.9590138565330211,0.43869611876317066,True,
6,46,12,68,1.0,0.0,True,0.0
6,48,47,85,0.9465305474598729,0.5900030416340556,True,
6,50,10,49,0.957674262530468,0.40876276663338235,True,
6,51,10,18,0.9636208310355782,0.43785045908454656,True,
7,4,39,42,1.0,0.0,True,6.0
7,5,35,38,1.0,0.0,True,6.0
7,8,28,87,1.0,0.0,True,7.0
7,9,11,46,0.9830979248191044,0.06,True,11.0
7,13,40,23,1.0,0.0,True,5.0
7,15,12,84,0.9430209032069017,0.5239583521102599,True,
7,16,26,68,1.0,0.0,True,1.0
7,23,70,68,0.9477524985245691,0.5605010836734265,True,
7,25,10,14,1.0,0.0,True,12.0
7,29,13,50,1.0,0.0,True,11.0
7,34,45,68,1.0,0.0,True,10.0
7,43,55,23,1.0,0.0,True,2.0
7,44,5,23,0.9532622435998455,0.4586961187631707,True,
